"Arrangement","Account","CURRENCY","Start date","Maturity Date","Description","Customer #","Customer Name","Customer Role","Balance","Status"
"AA22283JG3SR","100000043901","EGP","10 OCT 2022","10 OCT 2023","Term Deposit - Interest at Renewal","1000000904","TEST MDI DATA AMENDED NEW","Beneficial Owner","170,000.00","Current"
"AA22283RZFSC","100000043917","EGP","10 OCT 2022","10 OCT 2023","Term Deposit - Interest upfront","1000000904","TEST MDI DATA AMENDED NEW","Beneficial Owner","1,000,000.00","Current"
"AA22283P0HF8","100000043936","EGP","10 OCT 2022","","1 Year deposit - Interest Quarterly","1000000905","MDI MINOR","Beneficial Owner","10,000.00","Current"
"AA22283SNXN5","100000043944","EGP","10 OCT 2022","","1 Year deposit - Interest Monthly","1000000905","MDI MINOR","Beneficial Owner","20,000.00","Current"
"AA22283RT649","100000043952","EGP","10 OCT 2022","","1 Year deposit - Interest Semi Ann","1000000905","MDI MINOR","Beneficial Owner","50,000.00","Current"
"AA2228381HWD","100000043968","EGP","10 OCT 2022","","3 Months deposit - Interest Monthly","1000000905","MDI MINOR","Beneficial Owner","25,000.00","Current"
"AA22283XWDV1","100000043979","EGP","10 OCT 2022","","6 Months deposit - Interest Quarter","1000000905","MDI MINOR","Beneficial Owner","44,000.00","Current"
"AA22283XH60X","100000043987","EGP","10 OCT 2022","","6 Months deposit - Interest Monthly","1000000905","MDI MINOR","Beneficial Owner","35,000.00","Current"
"AA222832LSL8","100000043995","EGP","10 OCT 2022","","9 Months deposit - Interest Quarter","1000000905","MDI MINOR","Beneficial Owner","48,000.00","Current"
"AA22283CN2LF","100000044002","EGP","10 OCT 2022","","9 Months deposit - Interest Monthly","1000000905","MDI MINOR","Beneficial Owner","55,000.00","Current"
"AA22283GXVT7","100000044018","EGP","10 OCT 2022","","Term Deposit - Interest at Renewal","1000000905","MDI MINOR","Beneficial Owner","28,000.00","Current"
"AA22283QVYD5","100000044029","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest upfront","1000000905","MDI MINOR","Beneficial Owner","111,000.00","Current"
"AA22283RDTF5","100000044088","EGP","10 OCT 2022","","1 Year deposit - Interest Semi Ann","1000000940","MDI NID","Beneficial Owner","70,000.00","Current"
"AA22283T5894","100000044096","EGP","10 OCT 2022","","1 Year deposit - Interest Quarterly","1000000940","MDI NID","Beneficial Owner","60,000.00","Current"
"AA22283BZFVD","100000044107","EGP","10 OCT 2022","","1 Year deposit - Interest Monthly","1000000940","MDI NID","Beneficial Owner","50,000.00","Current"
"AA22283BL610","100000044134","EGP","10 OCT 2022","","6 Months deposit - Interest Monthly","1000000940","MDI NID","Beneficial Owner","90,000.00","Current"
"AA22283G7YBY","100000044142","EGP","10 OCT 2022","","6 Months deposit - Interest Quarter","1000000940","MDI NID","Beneficial Owner","100,000.00","Current"
"AA22283HP0MM","100000044158","EGP","10 OCT 2022","","9 Months deposit - Interest Quarter","1000000940","MDI NID","Beneficial Owner","130,000.00","Current"
"AA22283DM55T","100000044169","EGP","10 OCT 2022","","9 Months deposit - Interest Monthly","1000000940","MDI NID","Beneficial Owner","120,000.00","Current"
"AA22283SHJDX","100000044177","EGP","10 OCT 2022","10 OCT 2023","Term Deposit - Interest upfront","1000000940","MDI NID","Beneficial Owner","1,200,000.00","Current"
"AA22283CK8JT","100000044185","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest at Renewal","1000000940","MDI NID","Beneficial Owner","800,000.00","Current"
"AA222837WWX2","100000044193","EGP","10 OCT 2022","","1 Year deposit - Interest Quarterly","1000000943","MDI STAFF","Beneficial Owner","71,000.00","Current"
"AA222839X6TK","100000044207","EGP","10 OCT 2022","","1 Year deposit - Interest Monthly","1000000943","MDI STAFF","Beneficial Owner","61,000.00","Current"
"AA2228306XH1","100000044215","EGP","10 OCT 2022","","1 Year deposit - Interest Semi Ann","1000000943","MDI STAFF","Beneficial Owner","8,000.00","Current"
"AA22283FR3BZ","100000044247","EGP","10 OCT 2022","","3 Months deposit - Interest Monthly","1000000943","MDI STAFF","Beneficial Owner","81,000.00","Current"
"AA2228398FDW","100000044258","EGP","10 OCT 2022","","6 Months deposit - Interest Quarter","1000000943","MDI STAFF","Beneficial Owner","91,000.00","Current"
"AA222837D2TL","100000044266","EGP","10 OCT 2022","","6 Months deposit - Interest Monthly","1000000943","MDI STAFF","Beneficial Owner","101,000.00","Current"
"AA22283SW52P","100000044274","EGP","10 OCT 2022","","9 Months deposit - Interest Monthly","1000000943","MDI STAFF","Beneficial Owner","121,000.00","Current"
"AA22283VN7JC","100000044282","EGP","10 OCT 2022","","9 Months deposit - Interest Quarter","1000000943","MDI STAFF","Beneficial Owner","111,000.00","Current"
"AA22283XMTC0","100000044298","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest at Renewal","1000000943","MDI STAFF","Beneficial Owner","911,000.00","Current"
"AA22283HHFF2","100000044304","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest upfront","1000000943","MDI STAFF","Beneficial Owner","111,000.00","Current"
"AA22283G8C0Q","100000044312","EGP","10 OCT 2022","","1 Year deposit - Interest Monthly","1000000292","Ahmed Tarek","Beneficial Owner","32,000.00","Current"
"AA22283DGFTT","100000044339","EGP","10 OCT 2022","","1 Year deposit - Interest Quarterly","1000000292","Ahmed Tarek","Beneficial Owner","12,000.00","Current"
"AA22283W64P8","100000044347","EGP","10 OCT 2022","","1 Year deposit - Interest Semi Ann","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","32,000.00","Current"
"AA222832C44L","100000044355","EGP","10 OCT 2022","","1 Year deposit - Interest Quarterly","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","22,000.00","Current"
"AA22283Z4D6G","100000044363","EGP","10 OCT 2022","","1 Year deposit - Interest Monthly","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","12,000.00","Current"
"AA22283M510Q","100000044371","EGP","10 OCT 2022","","3 Months deposit - Interest Monthly","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","42,000.00","Current"
"AA22283FCJVW","100000044428","EGP","10 OCT 2022","","6 Months deposit - Interest Quarter","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","62,000.00","Current"
"AA22283V8JXP","100000044436","EGP","10 OCT 2022","","6 Months deposit - Interest Monthly","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","52,000.00","Current"
"AA222839KF9J","100000044444","EGP","10 OCT 2022","","9 Months deposit - Interest Quarter","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","72,000.00","Current"
"AA22283X19FC","100000044452","EGP","10 OCT 2022","","9 Months deposit - Interest Monthly","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","82,000.00","Current"
"AA22283ZR9GH","100000044479","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest upfront","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","260,000.00","Current"
"AA22283WCFV1","100000044487","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest at Renewal","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","99,000.00","Current"
"AA22283HBVKM","100000044517","EGP","10 OCT 2022","","1 Year deposit - Interest Semi Ann","1000000983","COMPANY US","Beneficial Owner","33,000.00","Current"
"AA2228330GPQ","100000044525","EGP","10 OCT 2022","","1 Year deposit - Interest Quarterly","1000000983","COMPANY US","Beneficial Owner","23,000.00","Current"
"AA22283QGNCW","100000044533","EGP","10 OCT 2022","","1 Year deposit - Interest Monthly","1000000983","COMPANY US","Beneficial Owner","13,000.00","Current"
"AA22283LCWGM","100000044541","EGP","10 OCT 2022","","3 Months deposit - Interest Monthly","1000000983","COMPANY US","Beneficial Owner","43,000.00","Current"
"AA222832C9MW","100000044568","EGP","10 OCT 2022","","6 Months deposit - Interest Quarter","1000000983","COMPANY US","Beneficial Owner","63,000.00","Current"
"AA222838GG1M","100000044576","EGP","10 OCT 2022","","6 Months deposit - Interest Monthly","1000000983","COMPANY US","Beneficial Owner","53,000.00","Current"
"AA222836QZY3","100000044584","EGP","10 OCT 2022","","9 Months deposit - Interest Quarter","1000000983","COMPANY US","Beneficial Owner","73,000.00","Current"
"AA22283PMXST","100000044592","EGP","10 OCT 2022","","9 Months deposit - Interest Monthly","1000000983","COMPANY US","Beneficial Owner","83,000.00","Current"
"AA222834HYJT","100000044606","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest upfront","1000000983","COMPANY US","Beneficial Owner","333,000.00","Current"
"AA22283RS0SN","100000044614","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest at Renewal","1000000983","COMPANY US","Beneficial Owner","103,000.00","Current"
"AA22283TZHJS","100000044622","EGP","10 OCT 2022","","1 Year deposit - Interest Semi Ann","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA22283YWRR1","100000044638","EGP","10 OCT 2022","","1 Year deposit - Interest Quarterly","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA22283ZLVQ9","100000044649","EGP","10 OCT 2022","","1 Year deposit - Interest Monthly","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA2228329BN7","100000044657","EGP","10 OCT 2022","","3 Months deposit - Interest Monthly","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA2228339VM3","100000044665","EGP","10 OCT 2022","","6 Months deposit - Interest Quarter","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA222830HM1R","100000044673","EGP","10 OCT 2022","","6 Months deposit - Interest Monthly","1000000996","YOUTH MDI EG","Beneficial Owner","10,000.00","Current"
"AA22283W6M3M","100000044681","EGP","10 OCT 2022","","9 Months deposit - Interest Monthly","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA22283976LW","100000044697","EGP","10 OCT 2022","","9 Months deposit - Interest Quarter","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA222834ZQ2X","100000044711","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest upfront","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA22283KY30T","100000044727","EGP","10 OCT 2022","10 APR 2023","Term Deposit - Interest at Renewal","1000000996","YOUTH MDI EG","Beneficial Owner","15,000.00","Current"
"AA22285B6F32","100000046528","EGP","12 OCT 2022","","1 Year deposit - Interest Monthly","1000000292","Ahmed Tarek","Beneficial Owner","22,000.00","Current"
"AA2228546XM2","100000046536","EGP","12 OCT 2022","","1 Year deposit - Interest Quarterly","1000000996","YOUTH MDI EG","Beneficial Owner","22,000.00","Current"
"AA222858G78J","100000046552","EGP","12 OCT 2022","","1 Year deposit - Interest Semi Ann","1000000917","TECH COMPANY EG IN MDI","Beneficial Owner","15,000.00","Current"
"AA22285S4ZBY","100000046568","EGP","12 OCT 2022","","3 Months deposit - Interest Monthly","1000000983","COMPANY US","Beneficial Owner","27,000.00","Current"
"AA22285SJ21H","100000046579","EGP","12 OCT 2022","","6 Months deposit - Interest Monthly","1000000292","Ahmed Tarek","Beneficial Owner","55,000.00","Current"
"AA22285C3KLW","100000046587","EGP","12 OCT 2022","","6 Months deposit - Interest Quarter","1000000943","MDI STAFF","Beneficial Owner","55,000.00","Current"
"AA22285X7GQ2","100000046595","EGP","12 OCT 2022","","9 Months deposit - Interest Monthly","1000000941","MDI MINOR ACC","Beneficial Owner","52,000.00","Current"
"AA22285XWKFM","100000046609","EGP","12 OCT 2022","","9 Months deposit - Interest Quarter","1000000940","MDI NID","Beneficial Owner","43,000.00","Current"
"AA22285X8HNG","100000046617","EGP","12 OCT 2022","12 APR 2023","Term Deposit - Interest at Renewal","1000000938","EG CUSTOMER EG","Beneficial Owner","19,000.00","Current"
"AA222852J1L3","100000046625","EGP","12 OCT 2022","12 APR 2023","Term Deposit - Interest upfront","1000000905","MDI MINOR","Beneficial Owner","38,000.00","Current"
"AA222855CXZ3","100000046633","EGP","12 OCT 2022","12 APR 2023","Term Deposit - Interest upfront","1000000904","TEST MDI DATA AMENDED NEW","Beneficial Owner","39,000.00","Current"
"AA22289GZYN3","100000047688","EGP","16 OCT 2022","","1 Year deposit - Interest Monthly","1200007323","Ibrahim Osama ابراهيم أسامة","Beneficial Owner","50,000.00","Current"
"AA22289GNYPX","100000047753","EGP","16 OCT 2022","16 OCT 2023","Term Deposit - Interest upfront","1000000071","Test Retail 1299","Beneficial Owner","1,000.00","Current"
"AA22290KMQMD","100000048148","EGP","17 OCT 2022","17 OCT 2023","1 Year deposit - Interest Monthly","1000000387","Bassel API2 اسم العميل","Beneficial Owner","20,000.00","Current"
"AA22290RG9QZ","100000048318","EGP","17 OCT 2022","17 OCT 2023","1 Year deposit - Interest Monthly","1000001149","CustomerLimitTest","Beneficial Owner","20,000.00","Current"
"AA22290FSNHW","100000048334","EGP","17 OCT 2022","17 OCT 2023","Term Deposit - Interest upfront","1000000253","ahmedresa","Beneficial Owner","1,000,000.00","Current"
"AA222907ZPB9","100000048644","EGP","19 OCT 2022","","3 Months deposit - Interest Monthly","1000000075","TEST26","Beneficial Owner","10,000.00","Current"
"AA22291DVW4J","100000049071","EGP","18 OCT 2022","18 OCT 2023","1 Year deposit - Interest Monthly","1000001153","LimitCustomerTest","Beneficial Owner","50,000.00","Current"
"AA222918Z64Z","100000049578","EGP","18 OCT 2022","18 OCT 2023","1 Year deposit - Interest Monthly","1000000891","CustomerNewRetest","Beneficial Owner","100,000.00","Current"
"AA222926GD8Z","100000050053","EGP","19 OCT 2022","","Term Deposit - Interest at Renewal","1000000144","TEST SIT 4","Beneficial Owner","9,000.00","Current"
"AA22296KC3T4","100000052347","EGP","23 OCT 2022","23 OCT 2024","1 Year deposit - Interest Monthly","1000001182","Ahmed Test001","Beneficial Owner","1,000.00","Current"
"AA22296PRX2T","100000052366","EGP","23 OCT 2022","23 OCT 2023","1 Year deposit - Interest Monthly","1000000891","CustomerNewRetest","Beneficial Owner","100,000.00","Current"
"AA22296J4MKT","100000052854","EGP","23 OCT 2022","","Term Deposit - Interest upfront","1000000075","TEST26","Beneficial Owner","10,000.00","Current"
"AA22297HQVSM","100000053605","EGP","24 OCT 2022","24 OCT 2023","1 Year deposit - Interest Monthly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","1,000.00","Current"
"AA22297CKDQ5","100000053621","EGP","24 OCT 2022","24 OCT 2023","Term Deposit - Interest upfront","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","1,000.00","Current"
"AA222995K99Q","100000055748","EGP","26 OCT 2022","26 OCT 2023","Term Deposit - Interest at Renewal","100099999","HAMZA SANDLI المنطقة المنطقة","Beneficial Owner","100.00","Current"
"AA22303FFCDW","100000057066","EGP","30 OCT 2022","30 OCT 2023","1 Year deposit - Interest Monthly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","1,000.00","Current"
"AA223036SMQ5","100000057074","USD","30 OCT 2022","30 OCT 2023","1 Year deposit - Interest Quarterly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","500.00","Current"
"AA223036J28T","100000057082","EGP","30 OCT 2022","30 OCT 2023","1 Year deposit - Interest Semi Ann","1000000077","TEST TEST 15","Beneficial Owner","3,000.00","Current"
"AA22303N5LHM","100000057104","USD","30 OCT 2022","30 OCT 2023","6 Months deposit - Interest Monthly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","500.00","Current"
"AA22303YHV5D","100000057112","EGP","30 OCT 2022","30 APR 2023","6 Months deposit - Interest Quarter","1000000077","TEST TEST 15","Beneficial Owner","1,500.00","Current"
"AA22303KNG21","100000057128","EGP","30 OCT 2022","30 JUL 2023","9 Months deposit - Interest Monthly","1000000961","Karim Mohamed","Beneficial Owner","1,000.00","Current"
"AA223035T93K","100000057139","EGP","30 OCT 2022","30 JUL 2023","9 Months deposit - Interest Quarter","1000000961","Karim Mohamed","Beneficial Owner","1,200.00","Current"
"AA2230396S17","100000057155","EGP","30 OCT 2022","30 APR 2023","Term Deposit - Interest upfront","1000000961","Karim Mohamed","Beneficial Owner","2,000.00","Current"
"AA22304XRLNQ","100000057562","EGP","31 OCT 2022","31 OCT 2023","1 Year deposit - Interest Monthly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","1,000.00","Current"
"AA22304450RJ","100000057589","EGP","31 OCT 2022","31 OCT 2023","1 Year deposit - Interest Monthly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","1,000.00","Current"
"AA223041D9RL","100000057597","EGP","31 OCT 2022","31 OCT 2023","1 Year deposit - Interest Monthly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","1,000.00","Current"
"AA22304Y96MY","100000057608","EGP","31 OCT 2022","31 OCT 2023","1 Year deposit - Interest Monthly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","1,000.00","Current"
"AA223048C35N","100000057775","EGP","31 OCT 2022","31 OCT 2023","1 Year deposit - Interest Monthly","1000004633","mahitab Ashraf Mohamed Alsayed محمد أشرف محمد السيد","Beneficial Owner","1,000.00","Current"
"AA22305FVBDB","100000058119","EGP","01 NOV 2022","01 NOV 2023","1 Year deposit - Interest Monthly","1000001350","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22305PSDXP","100000058224","EGP","01 NOV 2022","01 NOV 2023","1 Year deposit - Interest Monthly","1000001354","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22305MYPZH","100000058248","EGP","01 NOV 2022","01 NOV 2023","1 Year deposit - Interest Monthly","1000001355","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22305RF07M","100000058712","EGP","01 NOV 2022","01 NOV 2023","1 Year deposit - Interest Monthly","1000001402","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22307K919R","100000060474","EGP","03 NOV 2022","","3 Months deposit - Interest Monthly","1000000005","Test005 تيست عربي","Beneficial Owner","1,000.00","Current"
"AA223073HGF3","100000060482","EGP","03 NOV 2022","","3 Months deposit - Interest Monthly","1000000005","Test005 تيست عربي","Beneficial Owner","1,000.00","Current"
"AA22310N5LTY","100000060539","EGP","06 NOV 2022","06 NOV 2023","1 Year deposit - Interest Monthly","1000001470","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22310JNPJV","100000060571","EGP","06 NOV 2022","06 NOV 2023","1 Year deposit - Interest Monthly","1000001473","Test Full Name","Beneficial Owner","550.00","Current"
"AA223102VR88","100000060601","EGP","06 NOV 2022","","3 Months deposit - Interest Monthly","1000000005","Test005 تيست عربي","Beneficial Owner","1,000.00","Current"
"AA22310VMTD6","100000060668","EGP","06 NOV 2022","06 NOV 2023","1 Year deposit - Interest Monthly","1000001486","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22311GD0KR","100000060865","EGP","07 NOV 2022","07 MAY 2024","9 Months deposit - Interest Monthly","1000001492","Deposits Walkthrough Customer","Beneficial Owner","10,000.00","Current"
"AA22311GST8S","100000060881","EGP","07 NOV 2022","07 NOV 2023","1 Year deposit - Interest Monthly","1000001495","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22311QW0BY","100000060927","EGP","07 NOV 2022","07 NOV 2023","1 Year deposit - Interest Monthly","1000001496","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22312BZX0N","100000061168","EGP","06 NOV 2022","06 NOV 2023","Term Deposit - Interest upfront","1000001492","Deposits Walkthrough Customer","Beneficial Owner","1,000.00","Current"
"AA22313RQP98","100000061497","EGP","09 NOV 2022","09 NOV 2023","Term Deposit - Interest upfront","1000000075","TEST26","Beneficial Owner","1,000,000.00","Current"
"AA22313B4NF5","100000061567","EGP","09 NOV 2022","","3 Months deposit - Interest Monthly","1000000005","Test005 تيست عربي","Beneficial Owner","1,000.00","Current"
"AA22313Y0114","100000061578","EGP","09 NOV 2022","","3 Months deposit - Interest Monthly","1000000005","Test005 تيست عربي","Beneficial Owner","1,000.00","Current"
"AA22313D3WG1","100000061608","EGP","09 NOV 2022","","3 Months deposit - Interest Monthly","1000000005","Test005 تيست عربي","Beneficial Owner","1,000.00","Current"
"AA22317892B6","100000062116","EGP","13 NOV 2022","13 NOV 2024","1 Year deposit - Interest Monthly","1000001589","TEST LENDING 13","Beneficial Owner","500,000.00","Current"
"AA223189N3PZ","100000062396","EGP","14 NOV 2022","14 NOV 2023","1 Year deposit - Interest Monthly","1000001595","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22318WYJSM","100000062493","EGP","14 NOV 2022","14 NOV 2023","1 Year deposit - Interest Monthly","1000001595","Test full Name","Beneficial Owner","1,000.00","Current"
"AA22320KL289","100000063368","EGP","16 NOV 2022","16 NOV 2023","Term Deposit - Interest upfront","1000000075","TEST26","Beneficial Owner","1,000,000.00","Current"
"AA22324YSFSF","100000064623","EGP","20 NOV 2022","20 NOV 2023","1 Year deposit - Interest Monthly","1000001640","TEST144","Beneficial Owner","100,000.00","Current"
"AA22324NKCLQ","100000064631","EGP","20 NOV 2022","20 NOV 2023","1 Year deposit - Interest Monthly","1000001640","TEST144","Beneficial Owner","100,000.00","Current"
"AA223246PFBP","100000064658","EGP","20 NOV 2022","20 NOV 2023","1 Year deposit - Interest Monthly","1000001631","TEST136","Beneficial Owner","1,000.00","Current"
"AA22325YQS47","100000065417","EGP","21 NOV 2022","21 NOV 2023","1 Year deposit - Interest Monthly","1000001641","TEST145","Beneficial Owner","40,000.00","Current"
"AA22325X5836","100000065848","EGP","21 NOV 2022","21 NOV 2023","1 Year deposit - Interest Monthly","1000000307","staffAPIs staffAPIs","Beneficial Owner","1,000.00","Current"
"AA22325RZD1R","100000065867","EGP","21 NOV 2022","21 NOV 2023","1 Year deposit - Interest Monthly","1000000307","staffAPIs staffAPIs","Beneficial Owner","1,000.00","Current"
"AA22325JZ3K3","100000065905","EGP","21 NOV 2022","21 NOV 2023","1 Year deposit - Interest Monthly","1000000307","staffAPIs staffAPIs","Beneficial Owner","1,000.00","Current"
"AA223250863B","100000065921","EGP","21 NOV 2022","21 NOV 2023","1 Year deposit - Interest Quarterly","1000000307","staffAPIs staffAPIs","Beneficial Owner","1,000.00","Current"
"AA223259M081","100000065956","EGP","21 NOV 2022","21 NOV 2023","1 Year deposit - Interest Quarterly","1000000307","staffAPIs staffAPIs","Beneficial Owner","1,000.00","Current"
"AA223252FN50","100000065964","EGP","21 NOV 2022","21 NOV 2023","1 Year deposit - Interest Quarterly","1000000307","staffAPIs staffAPIs","Beneficial Owner","1,000.00","Current"
"AA22326J3S9M","100000067444","EGP","22 NOV 2022","22 NOV 2023","3 Months deposit - Interest Monthly","1000001648","APIsACHCustomer","Beneficial Owner","1,000.00","Current"
"AA223356DDP3","100000076753","EGP","01 DEC 2022","01 DEC 2023","1 Year deposit - Interest Monthly","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,555.00","Current"
"AA223351SFN7","100000076761","EGP","01 DEC 2022","01 DEC 2023","1 Year deposit - Interest Monthly","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,555.00","Current"
"AA22335S6HDP","100000077067","EGP","01 DEC 2022","01 DEC 2023","1 Year deposit - Interest Monthly","1363377775","Lino Becker","Beneficial Owner","4,000.00","Current"
"AA22335FDPGQ","100000077113","EGP","01 DEC 2022","01 DEC 2023","1 Year deposit - Interest Monthly","1363377776","Lino Becker","Beneficial Owner","4,000.00","Current"
"AA22335J50P5","100000077164","EGP","01 DEC 2022","01 DEC 2023","1 Year deposit - Interest Monthly","1386234868","Eder Militao","Beneficial Owner","4,000.00","Current"
"AA22335JNNM2","100000077218","EGP","01 DEC 2022","01 DEC 2023","1 Year deposit - Interest Monthly","1363377778","Lino Becker","Beneficial Owner","4,000.00","Current"
"AA22335L1WQ2","100000077458","USD","01 DEC 2022","01 DEC 2023","Term Deposit - Interest at Renewal","1000000087","DemoJune","Beneficial Owner","1,000.00","Current"
"AA22339H25J8","100000077695","EGP","05 DEC 2022","05 DEC 2023","1 Year deposit - Interest Monthly","1200008930","Ibrahim Disouki Ewies Mekkawy ابراهيم دسوقي عويس","Beneficial Owner","4,000.00","Current"
"AA22340HQ7GZ","100000077946","EGP","06 DEC 2022","06 DEC 2023","1 Year deposit - Interest Monthly","1000001688","Test Customer Full Name","Beneficial Owner","2,000.00","Current"
"AA22340NCXHW","100000078117","EGP","06 DEC 2022","06 DEC 2023","1 Year deposit - Interest Monthly","1000001691","Menna Elalfy","Beneficial Owner","2,000.00","Current"
"AA22340WBV6W","100000078195","EGP","06 DEC 2022","06 DEC 2023","1 Year deposit - Interest Monthly","1000001694","Amr Wael Mahmoud","Beneficial Owner","3,000.00","Current"
"AA22341KF3YV","100000078788","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341PGNY9","100000078799","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223419ML3J","100000078802","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341ND5H0","100000078818","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341BGNQK","100000078829","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341RKKVG","100000078837","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341KCYLT","100000078845","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","4,000.00","Current"
"AA22341NC9DN","100000078853","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341XR9N7","100000078861","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341H7887","100000078877","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341NVWRY","100000078888","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341S1KNC","100000078896","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341M1L5S","100000078907","EGP","07 DEC 2022","07 DEC 2023","1 Year deposit - Interest Monthly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
